PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
346, 561517313, 0.49824336, 0.4896276, -0.37212914, 0.6111778
347, 561533980, 0.49828592, 0.48966086, -0.3722003, 0.61107314
348, 561550647, 0.49821097, 0.48986593, -0.3722678, 0.6109288
349, 561567314, 0.4982861, 0.48990035, -0.3722897, 0.61082655
350, 561583981, 0.4984504, 0.48982677, -0.3723383, 0.6107219
351, 561600648, 0.49833187, 0.49008468, -0.37240544, 0.6105707
352, 561617315, 0.49825168, 0.49024603, -0.37234598, 0.61054295
353, 561633982, 0.4983778, 0.49012044, -0.37214872, 0.6106612
354, 561650649, 0.49838156, 0.49016938, -0.37200344, 0.6107073
355, 561667316, 0.4981908, 0.49043754, -0.3719444, 0.61068356
356, 561683983, 0.49816862, 0.49048805, -0.37186605, 0.6107088
357, 561700650, 0.49820122, 0.4905237, -0.37175524, 0.61072105
358, 561717317, 0.49818882, 0.49065885, -0.37178886, 0.6106021
359, 561733984, 0.4982061, 0.49081647, -0.3718033, 0.6104524
360, 561750651, 0.49829286, 0.49090412, -0.3718539, 0.61028033
361, 561767318, 0.49828753, 0.49111652, -0.37182, 0.6101344
362, 561783985, 0.49828705, 0.4912793, -0.37170717, 0.61007255
363, 561800652, 0.49825847, 0.4914608, -0.3714067, 0.61013275
364, 561817319, 0.49827614, 0.49157318, -0.37125978, 0.61011714
365, 561833986, 0.49821335, 0.49178675, -0.3711334, 0.61007327
366, 561850653, 0.49817672, 0.49195933, -0.3710275, 0.61002845
367, 561867320, 0.4982461, 0.4920048, -0.37095562, 0.6099787
368, 561883987, 0.49827608, 0.49212283, -0.3709971, 0.6098339
369, 561900654, 0.4981895, 0.4923955, -0.37106767, 0.60964143
370, 561917321, 0.49807194, 0.49267343, -0.37100816, 0.6095493
371, 561933988, 0.4980807, 0.49278277, -0.37084994, 0.60955006
372, 561950655, 0.4980565, 0.4929442, -0.37068528, 0.60953933
373, 561967322, 0.49795318, 0.49319348, -0.3705993, 0.60947436
374, 561983989, 0.4978836, 0.49335083, -0.37048483, 0.60947347
375, 562000656, 0.49797708, 0.49330372, -0.37038207, 0.6094978
